Data,Turno,Mandante,Placar do Mandante,Placar do Visitante,Visitante,Estádio,Horário,Gols do Mandante,Gols do Visitante,Público,Árbitro,Renda (R$)
26/10/2018,2,Vitória,0,1,São Paulo,"Estádio Barradão, Salvador",19:30,,37' Bruno Alves,11283, RS Leandro Pedro Vuaden,122074.0
26/10/2018,2,Vasco da Gama,1,1,Internacional,"Estádio São Januário, Rio de Janeiro",21:30,Maxi López 90+2' (pen),85' Álvez,8301, MG Igor Junio Benevenuto,262320.0
27/10/2018,2,Grêmio,3,4,Sport,"Arena do Grêmio, Porto Alegre",16:30,Matheus Henrique 37' Juninho Capixaba 51' (pen) Thonny Anderson 58',"6', 63' Jair 29' Mateus Gonçalves 52' Gabriel",12165, PA Dewson Fernando Freitas da Silva,329685.0
27/10/2018,2,Santos,3,0,Fluminense,"Estádio Vila Belmiro, Santos",16:30,Gabriel 83' (pen) Victor Ferraz 87' Sánchez 88',,8680, SC Héber Roberto Lopes,165563.5
27/10/2018,2,Flamengo,1,1,Palmeiras,"Estádio do Maracanã, Rio de Janeiro",19:00,Marlos 80',49' Dudu,58613, PR Rafael Traci,1452823.0
27/10/2018,2,Chapecoense,1,0,América Mineiro,"Arena Condá, Chapecó",19:00,Wellington Paulista 59',,12638, GO Wilton Pereira Sampaio,217270.0
27/10/2018,2,Corinthians,2,1,Bahia,"Arena Corinthians, São Paulo",19:00,"Danilo 46', 88'",84' (pen) Clayton,35382, RS Anderson Daronco,1116596.5
27/10/2018,2,Cruzeiro,3,1,Paraná,"Estádio Mineirão, Belo Horizonte",21:00,Arrascaeta 9' Fred 14' Rafael Sóbis 46' (pen),19' Egídio,6377, RJ Marcelo de Lima Henrique,104923.0
27/10/2018,2,Atlético Paranaense,2,1,Botafogo,"Arena da Baixada, Curitiba",21:00,Bérgson 55' Pablo 83',29' (pen) Brenner,7133, SP Marcelo Aparecido Ribeiro de Souza,132970.0
29/10/2018,2,Ceará,2,1,Atlético Mineiro,"Estádio Castelão, Fortaleza",20:00,Juninho Quixadá 9' Leandro Carvalho 62',25' Cazares,36627, MT Wagner Reway,477896.0
3/11/2018,2,Atlético Mineiro,0,1,Grêmio,"Estádio Independência, Belo Horizonte",17:00,,2' Geromel,14873, RJ Wagner do Nascimento Magalhães,143816.0
3/11/2018,2,Fluminense,0,1,Vasco da Gama,"Estádio do Maracanã, Rio de Janeiro",17:00,,58' (pen) Maxi López,12728, SP Luiz Flávio de Oliveira,343255.0
3/11/2018,2,Palmeiras,3,2,Santos,"Allianz Parque, São Paulo",19:00,Dudu 14' Edu Dracena 39' Victor Luis 70',54' Copete 64' Dodô,38938, SC Bráulio da Silva Machado,2723126.86
4/11/2018,2,São Paulo,2,2,Flamengo,"Estádio do Morumbi, São Paulo",17:00,Diego Souza 7' Helinho 50',8' Uribe 81' Rodinei,32612, GO Wilton Pereira Sampaio,1109117.0
4/11/2018,2,Paraná,1,1,Vitória,"Estádio Vila Capanema, Curitiba",17:00,Alex Santana 58',82' Léo Ceará,931, SP Raphael Claus,15030.0
4/11/2018,2,América Mineiro,1,2,Cruzeiro,"Estádio Independência, Belo Horizonte",17:00,Rafael Moura 70' (pen),17' Arrascaeta 49' (pen) Thiago Neves,8056, SC Héber Roberto Lopes,98805.0
4/11/2018,2,Botafogo,1,0,Corinthians,"Estádio Engenhão, Rio de Janeiro",17:00,Rodrigo Lindoso 27',,19994, RS Leandro Pedro Vuaden,195995.0
4/11/2018,2,Bahia,1,0,Chapecoense,"Arena Fonte Nova, Salvador",19:00,Élber 67',,17448, SP Flávio Rodrigues de Souza,294869.0
4/11/2018,2,Internacional,2,1,Atlético Paranaense,"Estádio Beira-Rio, Porto Alegre",19:00,Rodrigo Moledo 82' D'Alessandro 90+4' (pen),64' Camacho,28332, SC Rodrigo D'Alonso Ferreira,741820.0
5/11/2018,2,Sport,1,0,Ceará,"Estádio Ilha do Retiro, Recife",20:00,Gabriel 53',,16203, RS Anderson Daronco,265185.0
10/11/2018,2,América Mineiro,0,1,Paraná,"Estádio Independência, Belo Horizonte",16:00,,89' Andrey,3692, MT Wagner Reway,31835.0
10/11/2018,2,Corinthians,1,1,São Paulo,"Arena Corinthians, São Paulo",17:00,Ralf 71',80' Brenner,42845, PR Rodolpho Toski Marques,1911492.99
10/11/2018,2,Botafogo,2,1,Flamengo,"Estádio Engenhão, Rio de Janeiro",19:00,Erik 18' Valencia 28',48' Vitinho,18276, SC Bráulio da Silva Machado,169885.0
10/11/2018,2,Atlético Paranaense,2,0,Cruzeiro,"Arena da Baixada, Curitiba",19:00,Marcelo Cirino 9' Raphael Veiga 21',,7720, RS Anderson Daronco,174170.0
11/11/2018,2,Vitória,2,2,Bahia,"Estádio Barradão, Salvador",17:00,"Léo Ceará 7', 66'",38' Nílton 70' Ramires,21714, SP Luiz Flávio de Oliveira,190868.0
11/11/2018,2,Grêmio,2,1,Vasco da Gama,"Arena do Grêmio, Porto Alegre",17:00,Jael 19' Matheus Henrique 90+4',12' Thiago Galhardo,20763, SP Raphael Claus,666258.0
11/11/2018,2,Atlético Mineiro,1,1,Palmeiras,"Estádio Independência, Belo Horizonte",17:00,Elias 63',76' (pen) Bruno Henrique,18717, GO Wilton Pereira Sampaio,222650.0
11/11/2018,2,Ceará,1,1,Internacional,"Estádio Castelão, Fortaleza",17:00,Ricardinho 41',15' Leandro Damião,42149, PA Dewson Fernando Freitas da Silva,739883.0
11/11/2018,2,Fluminense,0,0,Sport,"Estádio do Maracanã, Rio de Janeiro",19:00,,,11630, SP Flávio Rodrigues de Souza,85355.0
12/11/2018,2,Santos,0,1,Chapecoense,"Estádio do Pacaembu, São Paulo",20:00,,28' Leandro Pereira,10792, PR Rafael Traci,334014.5
14/11/2018,2,Vasco da Gama,1,1,Atlético Paranaense,"Estádio São Januário, Rio de Janeiro",19:30,Thiago Galhardo 66' (pen),90+4' Léo Pereira,20212, RS Leandro Pedro Vuaden,306340.0
14/11/2018,2,Bahia,2,1,Ceará,"Arena Fonte Nova, Salvador",21:00,Zé Rafael 43' Edigar Junio 90+2',7' Calyson,17884, SP Raphael Claus,328821.0
14/11/2018,2,Paraná,0,1,Atlético Mineiro,"Estádio Vila Capanema, Curitiba",21:00,,13' (pen) Fábio Santos,1140, RJ Wagner do Nascimento Magalhães,22940.0
14/11/2018,2,Sport,0,0,Vitória,"Estádio Ilha do Retiro, Recife",21:45,,,14475, RS Anderson Daronco,214425.0
14/11/2018,2,Palmeiras,3,0,Fluminense,"Allianz Parque, São Paulo",21:45,Borja 40' Felipe Melo 82' Luan 89',,37430, SC Bráulio da Silva Machado,2480931.96
14/11/2018,2,Cruzeiro,1,0,Corinthians,"Estádio Mineirão, Belo Horizonte",21:45,David 13',,8151, RS Jean Pierre Gonçalves Lima,128669.0
15/11/2018,2,Flamengo,1,0,Santos,"Estádio do Maracanã, Rio de Janeiro",17:00,Henrique Dourado 72',,43547, PR Paulo Roberto Alves Júnior,1136024.0
15/11/2018,2,Chapecoense,0,1,Botafogo,"Arena Condá, Chapecó",17:00,,72' Luiz Fernando,16593, SP Luiz Flávio de Oliveira,255850.0
15/11/2018,2,São Paulo,1,1,Grêmio,"Estádio do Morumbi, São Paulo",19:00,Michel 73',56' Everton,24757, PE Péricles Bassols,759161.0
15/11/2018,2,Internacional,2,0,América Mineiro,"Estádio Beira-Rio, Porto Alegre",21:00,Leandro Damião 23' Edenílson 45',,25654, GO Wilton Pereira Sampaio,654065.0
17/11/2018,2,Vitória,1,2,Atlético Paranaense,"Estádio Barradão, Salvador",19:00,Neilton 90+2' (pen),26' Ramon 86' Bruno Guimarães,8440, SP Flávio Rodrigues de Souza,61140.0
17/11/2018,2,Corinthians,1,0,Vasco da Gama,"Arena Corinthians, São Paulo",19:00,Mateus Vital 50',,38605, GO Wilton Pereira Sampaio,1350667.5
17/11/2018,2,Atlético Mineiro,1,0,Bahia,"Estádio Independência, Belo Horizonte",20:00,Cazares 52',,16601, SP Marcelo Aparecido Ribeiro de Souza,112493.0
18/11/2018,2,Sport,0,1,Flamengo,"Estádio Ilha do Retiro, Recife",17:00,,82' Willian Arão,18548, SP Raphael Claus,283760.0
18/11/2018,2,Paraná,1,1,Palmeiras,"Estádio do Café, Londrina",17:00,Keslley 35',54' (pen) Gustavo Scarpa,25076, RJ Bruno Arleu de Araújo,1953570.0
18/11/2018,2,Botafogo,1,0,Internacional,"Estádio Engenhão, Rio de Janeiro",17:00,Erik 42',,17373, PR Rafael Traci,156802.5
18/11/2018,2,América Mineiro,2,1,Santos,"Estádio Independência, Belo Horizonte",17:00,Rafael Moura 31' Matheuzinho 65',45+1' Gabriel,2079, PA Dewson Fernando Freitas da Silva,31955.0
18/11/2018,2,Grêmio,2,0,Chapecoense,"Arena do Grêmio, Porto Alegre",19:00,Cícero 23' Everton 75',,13266, SP Leandro Bizzio Marinho,394042.0
18/11/2018,2,São Paulo,1,0,Cruzeiro,"Estádio do Morumbi, São Paulo",19:00,Diego Souza 30',,14058, SC Héber Roberto Lopes,380708.0
19/11/2018,2,Fluminense,0,0,Ceará,"Estádio do Maracanã, Rio de Janeiro",20:00,,,5945, RS Anderson Daronco,105015.0
21/11/2018,2,Internacional,1,2,Atlético Mineiro,"Estádio Beira-Rio, Porto Alegre",19:30,D'Alessandro 82' (pen),42' Cazares 90+2' Terans,22299, SP Raphael Claus,510090.0
21/11/2018,2,Santos,1,1,Botafogo,"Estádio Vila Belmiro, Santos",21:00,Rodrygo 35',59' Brenner,3620, SC Héber Roberto Lopes,64715.5
21/11/2018,2,Flamengo,2,0,Grêmio,"Estádio do Maracanã, Rio de Janeiro",21:45,Uribe 46' Diego 89',,33932, SC Bráulio da Silva Machado,701361.0
21/11/2018,2,Cruzeiro,3,0,Vitória,"Estádio Mineirão, Belo Horizonte",21:45,"Aderllan 42' Fred 54' (pen), 71'",,1914, SP Leandro Bizzio Marinho,21781.0
21/11/2018,2,Atlético Paranaense,1,0,Corinthians,"Arena da Baixada, Curitiba",21:45,Léo Pereira 51',,14390, RJ Marcelo de Lima Henrique,422925.0
21/11/2018,2,Palmeiras,4,0,América Mineiro,"Allianz Parque, São Paulo",21:45,Luan 58' Willian 75' Dudu 77' Deyverson 82',,39429, PR Paulo Roberto Alves Júnior,2615582.46
22/11/2018,2,Vasco da Gama,2,0,São Paulo,"Estádio São Januário, Rio de Janeiro",20:00,Andrey 17' Yago Pikachu 90+4',,14426, RS Anderson Daronco,354345.0
22/11/2018,2,Chapecoense,2,1,Sport,"Arena Condá, Chapecó",21:00,"Leandro Pereira 3' (pen), 7'",67' Michel Bastos,11740, RS Leandro Pedro Vuaden,187190.0
22/11/2018,2,Bahia,2,0,Fluminense,"Arena Fonte Nova, Salvador",21:00,Zé Rafael 53' Edigar Junio 55',,16437, SP Flávio Rodrigues de Souza,306198.0
22/11/2018,2,Ceará,1,0,Paraná,"Estádio Castelão, Fortaleza",21:00,Juninho 32' (pen),,48077, SP Luiz Flávio de Oliveira,541183.0
24/11/2018,2,Santos,3,2,Atlético Mineiro,"Estádio Vila Belmiro, Santos",20:00,Sánchez 1' Felippe Cardoso 33' Gabriel 36',"16', 52' Ricardo Oliveira",4591, RS Leandro Pedro Vuaden,89946.5
25/11/2018,2,Cruzeiro,0,2,Flamengo,"Estádio Mineirão, Belo Horizonte",17:00,,"7', 51' Éverton Ribeiro",17445, RS Jean Pierre Gonçalves Lima,343624.0
25/11/2018,2,Vasco da Gama,0,1,Palmeiras,"Estádio São Januário, Rio de Janeiro",17:00,,71' Deyverson,21066, PR Rafael Traci,596810.0
25/11/2018,2,Atlético Paranaense,2,2,Ceará,"Arena da Baixada, Curitiba",17:00,Marcinho 53' González 57',25' Leandro Carvalho 82' Wescley,9632, SP Leandro Bizzio Marinho,191850.0
25/11/2018,2,Vitória,0,0,Grêmio,"Estádio Barradão, Salvador",17:00,,,3614, SP Raphael Claus,18835.0
25/11/2018,2,América Mineiro,1,0,Bahia,"Estádio Independência, Belo Horizonte",19:00,Juninho 47',,3747, SP Marcelo Aparecido Ribeiro de Souza,19635.0
25/11/2018,2,Corinthians,0,0,Chapecoense,"Arena Corinthians, São Paulo",19:00,,,35888, PR Paulo Roberto Alves Júnior,1219472.0
25/11/2018,2,Internacional,2,0,Fluminense,"Estádio Beira-Rio, Porto Alegre",19:00,"Nico López 75', 89'",,27535, SC Héber Roberto Lopes,656330.0
26/11/2018,2,São Paulo,0,0,Sport,"Estádio do Morumbi, São Paulo",20:00,,,15235, GO André Luiz de Freitas Castro,454321.0
26/11/2018,2,Botafogo,2,1,Paraná,"Estádio Engenhão, Rio de Janeiro",20:00,"Erik 6', 74'",63' Alex Santana,27480, MG Igor Junio Benevenuto,301970.0
1/12/2018,2,Flamengo,1,2,Atlético Paranaense,"Estádio do Maracanã, Rio de Janeiro",19:00,Rhodolfo 23',65' Matheus Rossetto 71' Roni,62994, SP Flávio Rodrigues de Souza,697255.0
1/12/2018,2,Atlético Mineiro,1,0,Botafogo,"Estádio Independência, Belo Horizonte",19:00,Cazares 18',,19171, SC Bráulio da Silva Machado,313452.0
2/12/2018,2,Paraná,1,1,Internacional,"Estádio Vila Capanema, Curitiba",17:00,Jhonny Lucas 90+1',65' Álvez,2228, RJ Rodrigo Carvalhaes de Miranda,88495.0
2/12/2018,2,Chapecoense,1,0,São Paulo,"Arena Condá, Chapecó",17:00,Leandro Pereira 67',,19226, GO Wilton Pereira Sampaio,331630.0
2/12/2018,2,Bahia,0,0,Cruzeiro,"Estádio de Pituaçu, Salvador",17:00,,,27776, RJ Bruno Arleu de Araújo,338691.0
2/12/2018,2,Fluminense,1,0,América Mineiro,"Estádio do Maracanã, Rio de Janeiro",17:00,Richard 40',,34870, PR Rafael Traci,139932.5
2/12/2018,2,Ceará,0,0,Vasco da Gama,"Estádio Castelão, Fortaleza",17:00,,,57223, SP Raphael Claus,1128494.0
2/12/2018,2,Palmeiras,3,2,Vitória,"Allianz Parque, São Paulo",17:00,Edu Dracena 42' Gustavo Scarpa 56' Bruno Henrique 89',70' (pen) Yago 72' Luan,41256, SC Héber Roberto Lopes,3514618.3
2/12/2018,2,Grêmio,1,0,Corinthians,"Arena do Grêmio, Porto Alegre",17:00,Jael 11',,38974, MG Ricardo Marques Ribeiro,1450578.0
2/12/2018,2,Sport,2,1,Santos,"Estádio Ilha do Retiro, Recife",17:00,Rogério 83' Hernane 90+1',90+3' Rodrygo,15214, RS Anderson Daronco,225305.0
