Time[s],Fx[N],Fy[N],Fz[N],Mx[Nm],My[Nm],Mz[Nm],COPx[cm],COPy[cm]
26.72,-1.311541,-4.231511,534.653604,3.55495,38.515599,-0.769868,-7.203842,0.664907
26.73,-1.410145,-4.253225,534.787932,3.562253,38.60648,-0.765321,-7.219026,0.666106
26.74,-1.519901,-4.271596,534.965911,3.573448,38.705835,-0.762616,-7.235197,0.667977
26.75,-1.636607,-4.284345,535.156995,3.585639,38.806327,-0.762471,-7.251391,0.670016
26.76,-1.751937,-4.290866,535.332864,3.596562,38.899991,-0.764953,-7.266505,0.671837
26.77,-1.854402,-4.292423,535.470572,3.605328,38.97957,-0.769363,-7.279498,0.673301
26.78,-1.932043,-4.291555,535.553773,3.61234,39.039546,-0.774353,-7.289566,0.674506
26.79,-1.975919,-4.29083,535.573298,3.618678,39.076658,-0.778314,-7.29623,0.675664
26.8,-1.982727,-4.291599,535.527583,3.625482,39.090032,-0.779936,-7.29935,0.676993
26.81,-1.955326,-4.293358,535.4232,3.633665,39.08114,-0.778683,-7.299112,0.678653
26.82,-1.901124,-4.294044,535.275924,3.64395,39.053697,-0.774974,-7.295994,0.680761
26.83,-1.829319,-4.291127,535.11182,3.656975,39.013409,-0.769995,-7.290702,0.683404
26.84,-1.748245,-4.283004,534.966341,3.673162,38.967326,-0.765253,-7.284071,0.686615
26.85,-1.663858,-4.269937,534.879377,3.692289,38.92268,-0.762049,-7.276908,0.690303
26.86,-1.579811,-4.253928,534.885578,3.713106,38.885378,-0.761089,-7.26985,0.694187
26.87,-1.498827,-4.237548,535.001909,3.733397,38.858706,-0.762365,-7.263284,0.697829
26.88,-1.424309,-4.222437,535.217248,3.750619,38.842885,-0.765338,-7.257405,0.700766
26.89,-1.360992,-4.208452,535.489959,3.762761,38.835664,-0.769252,-7.252361,0.702676
26.9,-1.314069,-4.19402,535.756677,3.768928,38.833601,-0.773354,-7.248365,0.703478
26.91,-1.287286,-4.177447,535.950069,3.769409,38.833431,-0.776927,-7.245718,0.703313
26.92,-1.281129,-4.158295,536.018863,3.765345,38.833065,-0.779218,-7.24472,0.702465
26.93,-1.292205,-4.138028,535.942709,3.758293,38.832042,-0.779443,-7.245558,0.701249
26.94,-1.314237,-4.119726,535.736974,3.749919,38.83143,-0.776986,-7.248227,0.699955
26.95,-1.340272,-4.107195,535.446749,3.741872,38.833285,-0.771734,-7.252502,0.698832
26.96,-1.365165,-4.103902,535.13316,3.73571,38.839861,-0.764306,-7.257981,0.69809
26.97,-1.387224,-4.111911,534.856976,3.732692,38.852804,-0.755985,-7.264148,0.697886
26.98,-1.408257,-4.130964,534.663931,3.733396,38.872576,-0.748318,-7.270469,0.69827
26.99,-1.431941,-4.15789,534.574835,3.737342,38.898312,-0.74259,-7.276495,0.699124
27,-1.461224,-4.186734,534.582932,3.742963,38.928064,-0.739439,-7.28195,0.700165
27.01,-1.49581,-4.21006,534.660056,3.748087,38.959294,-0.738764,-7.286741,0.701022
27.02,-1.530755,-4.22147,534.769872,3.750679,38.989438,-0.739897,-7.290882,0.701363
27.03,-1.556975,-4.218474,534.88237,3.749467,39.016402,-0.741889,-7.294389,0.700989
27.04,-1.564009,-4.204115,534.982616,3.744164,39.038924,-0.74376,-7.297232,0.699867
27.05,-1.544277,-4.186116,535.070309,3.73535,39.056718,-0.744684,-7.299362,0.698104
27.06,-1.496997,-4.173706,535.152169,3.724224,39.070365,-0.744096,-7.300795,0.695919
27.07,-1.429731,-4.173616,535.232824,3.712415,39.081033,-0.741774,-7.301688,0.693608
27.08,-1.356583,-4.1872,535.309752,3.701788,39.090129,-0.737857,-7.302338,0.691523
27.09,-1.293723,-4.210049,535.374445,3.694042,39.099013,-0.732747,-7.303115,0.689992
27.1,-1.254123,-4.234196,535.417845,3.690024,39.10876,-0.726925,-7.304344,0.689186
27.11,-1.24355,-4.251726,535.435978,3.689146,39.119944,-0.720775,-7.306185,0.688998
27.12,-1.259235,-4.258068,535.432574,3.689464,39.13251,-0.714565,-7.308579,0.689062
27.13,-1.291611,-4.253652,535.417532,3.688607,39.145861,-0.708548,-7.311277,0.688922
27.14,-1.328456,-4.243418,535.402032,3.685064,39.159209,-0.703047,-7.313982,0.68828
27.15,-1.359766,-4.234475,535.392713,3.678997,39.172042,-0.698451,-7.316506,0.687159
27.16,-1.381224,-4.232819,535.388476,3.672074,39.184368,-0.695168,-7.318867,0.685871
27.17,-1.394705,-4.240528,535.382687,3.666533,39.196556,-0.693643,-7.321222,0.684843
27.18,-1.405709,-4.254696,535.370189,3.664155,39.208811,-0.694393,-7.323682,0.684415
27.19,-1.419246,-4.268611,535.354596,3.665706,39.220654,-0.69794,-7.326108,0.684725
27.2,-1.436447,-4.274576,535.349968,3.670959,39.230785,-0.704564,-7.328063,0.685712
27.21,-1.453647,-4.267061,535.373763,3.679102,39.237501,-0.714047,-7.328992,0.687202
27.22,-1.46423,-4.244807,535.434067,3.689253,39.239443,-0.725578,-7.328529,0.689021
27.23,-1.462113,-4.21108,535.519252,3.700871,39.236243,-0.737951,-7.326766,0.691081
27.24,-1.445047,-4.172203,535.598117,3.713821,39.228697,-0.749964,-7.324278,0.693397
27.25,-1.416032,-4.135199,535.63233,3.728054,39.218394,-0.760835,-7.321887,0.69601
27.26,-1.382046,-4.10555,535.595214,3.74308,39.207117,-0.770394,-7.320289,0.698864
27.27,-1.350657,-4.085788,535.486544,3.757684,39.196371,-0.77895,-7.319768,0.701733
27.28,-1.326299,-4.075275,535.334895,3.770205,39.187198,-0.786928,-7.320128,0.70427
27.29,-1.30829,-4.071141,535.186077,3.779273,39.180211,-0.794499,-7.320858,0.70616
27.3,-1.291934,-4.069957,535.083954,3.784522,39.175692,-0.801434,-7.32141,0.707276
27.31,-1.272302,-4.069395,535.053328,3.786722,39.173756,-0.807214,-7.321468,0.707728
27.32,-1.248558,-4.069109,535.092396,3.787175,39.174693,-0.811283,-7.321108,0.707761
27.33,-1.226136,-4.070429,535.177078,3.786801,39.179478,-0.813253,-7.320844,0.707579
27.34,-1.215349,-4.075168,535.274332,3.785535,39.190179,-0.812985,-7.321513,0.707214
27.35,-1.227321,-4.084384,535.357654,3.782468,39.209812,-0.810593,-7.324041,0.706531
27.36,-1.269555,-4.097842,535.416668,3.776645,39.241361,-0.806438,-7.329126,0.705366
27.37,-1.343196,-4.114358,535.455954,3.768034,39.286312,-0.801125,-7.336983,0.703706
27.38,-1.442651,-4.132563,535.485309,3.758076,39.343567,-0.795435,-7.347273,0.701807
27.39,-1.557111,-4.151448,535.509651,3.749424,39.409454,-0.790151,-7.359243,0.70016
27.4,-1.673057,-4.170264,535.525991,3.744911,39.478901,-0.785808,-7.371986,0.699296
27.41,-1.777142,-4.187906,535.528379,3.746205,39.547116,-0.782495,-7.384691,0.699534
27.42,-1.859057,-4.202515,535.51561,3.752797,39.611041,-0.779858,-7.396804,0.700782
27.43,-1.913969,-4.212039,535.49559,3.761855,39.670035,-0.777289,-7.408098,0.7025
27.44,-1.943781,-4.215716,535.483677,3.769101,39.72566,-0.774223,-7.41865,0.703869
27.45,-1.956504,-4.215377,535.49623,3.770409,39.780682,-0.770397,-7.428751,0.704096
27.46,-1.96345,-4.215243,535.542669,3.763423,39.83767,-0.765987,-7.438748,0.702731
27.47,-1.974871,-4.219886,535.619364,3.748382,39.897667,-0.761602,-7.448884,0.699822
27.48,-1.995606,-4.231465,535.707835,3.72774,39.959411,-0.758154,-7.45918,0.695853
27.49,-2.022814,-4.248038,535.778328,3.704882,40.01943,-0.756626,-7.469401,0.691495
27.5,-2.047216,-4.264022,535.798086,3.682713,40.072945,-0.757765,-7.479113,0.687332
27.51,-2.057518,-4.272597,535.741722,3.662835,40.115273,-0.761758,-7.487801,0.683694
27.52,-2.045886,-4.268831,535.599827,3.64556,40.143291,-0.76803,-7.495016,0.68065
27.53,-2.011765,-4.252022,535.382245,3.630514,40.156563,-0.775271,-7.500541,0.678116
27.54,-1.962446,-4.22628,535.114998,3.61731,40.157842,-0.781774,-7.504526,0.675987
27.55,-1.910567,-4.199242,534.833201,3.605848,40.152748,-0.785973,-7.507527,0.674201
27.56,-1.87015,-4.179563,534.574068,3.596138,40.148635,-0.786934,-7.510397,0.672711
27.57,-1.852952,-4.17418,534.372554,3.587879,40.152917,-0.784538,-7.51403,0.671419
27.58,-1.866143,-4.18622,534.259084,3.58024,40.171304,-0.779332,-7.519068,0.670132
27.59,-1.911401,-4.214132,534.25683,3.57209,40.206484,-0.77222,-7.525685,0.668609
27.6,-1.985058,-4.252235,534.376944,3.562591,40.257544,-0.764175,-7.533548,0.666681
27.61,-2.07905,-4.292514,534.612936,3.551826,40.320187,-0.756009,-7.54194,0.664373
27.62,-2.182374,-4.327026,534.937319,3.541047,40.38753,-0.748174,-7.549956,0.661955
27.63,-2.282655,-4.350049,535.303186,3.532326,40.451317,-0.740617,-7.556711,0.659874
27.64,-2.367459,-4.359367,535.651427,3.527657,40.50343,-0.732877,-7.561528,0.658573
27.65,-2.425506,-4.356584,535.922389,3.527926,40.537513,-0.724458,-7.564064,0.65829
27.66,-2.448213,-4.346615,536.069362,3.532327,40.55028,-0.715278,-7.564372,0.658931
27.67,-2.431641,-4.336421,536.070181,3.538579,40.542005,-0.705916,-7.562817,0.660096
27.68,-2.378214,-4.332957,535.933245,3.543861,40.515984,-0.697512,-7.559894,0.66125
27.69,-2.297186,-4.340646,535.695948,3.546013,40.477132,-0.691431,-7.55599,0.661945
27.7,-2.20305,-4.359274,535.416064,3.544504,40.430298,-0.68889,-7.551192,0.662009
27.71,-2.111729,-4.383402,535.158509,3.540799,40.378999,-0.690666,-7.545241,0.661636
27.72,-2.035591,-4.403863,534.980446,3.537972,40.325119,-0.696921,-7.537681,0.661327
27.73,-1.979368,-4.410972,534.917949,3.53964,40.269589,-0.707137,-7.52818,0.661716
27.74,-1.939099,-4.398315,534.977485,3.548539,40.213511,-0.720161,-7.51686,0.663306
27.75,-1.904789,-4.365636,535.135004,3.565361,40.15896,-0.734353,-7.504454,0.666254
27.76,-1.865494,-4.319608,535.343609,3.588443,40.108915,-0.747843,-7.492181,0.670307
27.77,-1.814353,-4.271915,535.547726,3.614474,40.066313,-0.758854,-7.481371,0.674912
27.78,-1.751426,-4.235123,535.698606,3.639747,40.032821,-0.7661,-7.473012,0.679439
27.79,-1.683546,-4.21786,535.765508,3.661243,40.0081,-0.769146,-7.467465,0.683367
27.8,-1.621698,-4.221419,535.739572,3.67704,39.990044,-0.768583,-7.464456,0.686348
27.81,-1.577152,-4.239492,535.631017,3.686141,39.975801,-0.765857,-7.463309,0.688187
27.82,-1.557637,-4.261248,535.462587,3.688101,39.96297,-0.762765,-7.463261,0.688769
27.83,-1.564727,-4.276265,535.262548,3.682897,39.950445,-0.760803,-7.46371,0.688054
27.84,-1.593212,-4.278934,535.059442,3.67116,39.938617,-0.76068,-7.464333,0.686122
27.85,-1.632784,-4.270286,534.879081,3.654604,39.928953,-0.762162,-7.465043,0.683258
27.86,-1.671603,-4.256566,534.742985,3.636241,39.923133,-0.764309,-7.465854,0.679998
27.87,-1.700452,-4.245565,534.667107,3.620011,39.922122,-0.76594,-7.466725,0.677059
27.88,-1.715853,-4.24269,534.660001,3.609759,39.925636,-0.766142,-7.467481,0.67515
27.89,-1.72094,-4.248674,534.720559,3.60798,39.93215,-0.764615,-7.467854,0.674741
27.9,-1.723804,-4.259716,534.836783,3.61501,39.93926,-0.761694,-7.46756,0.675909
27.91,-1.733697,-4.269553,534.987496,3.629081,39.944034,-0.75808,-7.466349,0.678349
27.92,-1.756174,-4.272159,535.14732,3.647162,39.943229,-0.754461,-7.463969,0.681525
27.93,-1.789052,-4.26398,535.292783,3.666141,39.933549,-0.751258,-7.460132,0.684885
27.94,-1.821327,-4.245215,535.406534,3.68389,39.91213,-0.74861,-7.454547,0.688055
27.95,-1.836168,-4.220017,535.478304,3.699836,39.877252,-0.746566,-7.447034,0.69094
27.96,-1.817023,-4.195324,535.503753,3.714793,39.829048,-0.745321,-7.437679,0.693701
27.97,-1.754243,-4.178171,535.483564,3.730117,39.769905,-0.745296,-7.426914,0.696588
27.98,-1.649398,-4.172312,535.424148,3.746598,39.704302,-0.746982,-7.415486,0.699744
27.99,-1.515685,-4.176137,535.338878,3.7637,39.638088,-0.750656,-7.404298,0.70305
28,-1.374556,-4.183635,535.24719,3.779537,39.57741,-0.756141,-7.39423,0.706129
28.01,-1.249878,-4.188131,535.170374,3.791621,39.527553,-0.762758,-7.385975,0.708489
28.02,-1.161316,-4.186372,535.125714,3.79807,39.491942,-0.769494,-7.379937,0.709753
28.03,-1.118828,-4.180159,535.121687,3.79867,39.471527,-0.775332,-7.376178,0.70987
28.04,-1.120104,-4.17455,535.155711,3.79519,39.464743,-0.779566,-7.374441,0.709175
28.05,-1.152018,-4.174112,535.214661,3.790722,39.468131,-0.781948,-7.374262,0.708262
28.06,-1.195685,-4.179818,535.278226,3.788367,39.477542,-0.782633,-7.375144,0.707738
28.07,-1.233209,-4.188428,535.324825,3.789965,39.489573,-0.782,-7.37675,0.707975
28.08,-1.253514,-4.194329,535.338474,3.79545,39.502672,-0.780446,-7.379009,0.708981
28.09,-1.25517,-4.192437,535.313913,3.803066,39.517439,-0.778233,-7.382106,0.710437
28.1,-1.245465,-4.180626,535.257983,3.810206,39.536043,-0.775373,-7.386353,0.711845
28.11,-1.236556,-4.160724,535.187323,3.814431,39.561167,-0.771582,-7.392022,0.712728
28.12,-1.240634,-4.137827,535.123754,3.814215,39.594991,-0.766341,-7.399221,0.712773
28.13,-1.266179,-4.11834,535.088565,3.809225,39.638586,-0.759112,-7.407855,0.711887
28.14,-1.316579,-4.107606,535.096398,3.800195,39.691725,-0.749665,-7.417677,0.710189
28.15,-1.390937,-4.108066,535.150016,3.788655,39.752985,-0.738399,-7.428381,0.707961
28.16,-1.485736,-4.118628,535.238194,3.776691,39.819972,-0.726452,-7.439673,0.705609
28.17,-1.595986,-4.135384,535.338763,3.766746,39.889589,-0.715526,-7.45128,0.703619
28.18,-1.715436,-4.153362,535.42676,3.761221,39.95829,-0.707433,-7.462886,0.702472
28.19,-1.836304,-4.168544,535.484586,3.761783,40.022313,-0.703557,-7.474036,0.702501
28.2,-1.94923,-4.179344,535.509308,3.768606,40.077948,-0.704412,-7.484081,0.703742
28.21,-2.043883,-4.187035,535.51338,3.779989,40.121925,-0.709453,-7.492236,0.705863
28.22,-2.110323,-4.195078,535.518617,3.792697,40.15191,-0.717246,-7.497762,0.708229
28.23,-2.140883,-4.207576,535.546768,3.803005,40.166961,-0.725993,-7.500178,0.710116
28.24,-2.132057,-4.227177,535.61109,3.808077,40.167752,-0.734192,-7.499425,0.710978
28.25,-2.08568,-4.253163,535.711731,3.807043,40.156391,-0.74113,-7.495895,0.710651
28.26,-2.008838,-4.280657,535.835292,3.801266,40.13585,-0.746982,-7.490333,0.70941
28.27,-1.912486,-4.301684,535.957594,3.793625,40.109203,-0.752574,-7.483652,0.707822
28.28,-1.809391,-4.30796,536.04871,3.787151,40.078961,-0.758964,-7.476739,0.706494
28.29,-1.712121,-4.294228,536.079297,3.783833,40.046748,-0.766991,-7.470303,0.705835
28.3,-1.631265,-4.260401,536.026994,3.78424,40.013385,-0.776894,-7.464808,0.705979
28.31,-1.573806,-4.211394,535.881451,3.787925,39.979279,-0.788129,-7.460471,0.706859
28.32,-1.542002,-4.154964,535.647108,3.794013,39.944942,-0.799503,-7.457324,0.708304
28.33,-1.533499,-4.099095,535.343566,3.801417,39.911436,-0.809595,-7.455294,0.710089
28.34,-1.542854,-4.050413,535.003758,3.80866,39.880647,-0.81726,-7.454274,0.711894
28.35,-1.563707,-4.013998,534.670344,3.813689,39.85535,-0.821946,-7.454191,0.713279
28.36,-1.590561,-3.993911,534.390731,3.814115,39.838973,-0.823688,-7.455027,0.713731
28.37,-1.619568,-3.993376,534.210752,3.808004,39.834927,-0.822891,-7.456781,0.712828
28.38,-1.648316,-4.014021,534.166522,3.79485,39.845477,-0.820038,-7.459374,0.710425
28.39,-1.67506,-4.05429,534.274731,3.776149,39.870409,-0.815462,-7.46253,0.70678
28.4,-1.697965,-4.107947,534.523741,3.755157,39.906066,-0.809263,-7.465724,0.702524
28.41,-1.714738,-4.164048,534.869822,3.735824,39.945378,-0.801436,-7.468243,0.698455
28.42,-1.722782,-4.209336,535.242638,3.721339,39.979125,-0.792131,-7.469346,0.695262
28.43,-1.719756,-4.232647,535.560935,3.71303,39.998132,-0.781925,-7.468456,0.693297
28.44,-1.704365,-4.229405,535.754405,3.710258,39.995686,-0.771878,-7.465302,0.69253
28.45,-1.676979,-4.203764,535.78373,3.711254,39.969374,-0.763307,-7.459983,0.692678
28.46,-1.639731,-4.167104,535.650832,3.714279,39.921807,-0.757338,-7.452953,0.693414
28.47,-1.596112,-4.133661,535.395897,3.71831,39.860015,-0.75447,-7.444961,0.694497
28.48,-1.550335,-4.115542,535.083697,3.72293,39.79372,-0.75438,-7.436915,0.695766
28.49,-1.506654,-4.119202,534.785201,3.727683,39.73295,-0.756058,-7.429703,0.697043
28.5,-1.468671,-4.144209,534.560558,3.731545,39.685701,-0.75823,-7.423986,0.698058
28.51,-1.438644,-4.183978,534.447442,3.733053,39.656331,-0.759858,-7.420062,0.698488
28.52,-1.416987,-4.227862,534.456391,3.731004,39.645048,-0.760523,-7.417827,0.698093
28.53,-1.402212,-4.264235,534.573194,3.725161,39.648511,-0.760546,-7.416854,0.696848
28.54,-1.391497,-4.284064,534.766965,3.716421,39.661193,-0.76081,-7.416538,0.694961
28.55,-1.381702,-4.28381,535.000446,3.706369,39.677025,-0.762376,-7.41626,0.692779
28.56,-1.370413,-4.266261,535.238182,3.696631,39.690796,-0.765988,-7.415539,0.690652
28.57,-1.356548,-4.238791,535.450195,3.68842,39.698954,-0.771652,-7.414126,0.688845
28.58,-1.340422,-4.210071,535.612192,3.682502,39.69981,-0.778454,-7.412044,0.687531
28.59,-1.323419,-4.186981,535.704978,3.679481,39.69335,-0.784756,-7.409554,0.686848
28.6,-1.307448,-4.173146,535.715194,3.680095,39.680886,-0.788797,-7.407086,0.68695
28.61,-1.294135,-4.169281,535.638078,3.685109,39.664584,-0.789442,-7.405109,0.687985
28.62,-1.283863,-4.174407,535.481483,3.694691,39.646841,-0.786681,-7.403961,0.689976
28.63,-1.275195,-4.186613,535.268932,3.707638,39.629639,-0.781556,-7.403688,0.692668
28.64,-1.26537,-4.202916,535.03885,3.721143,39.61418,-0.775579,-7.403982,0.69549
28.65,-1.251843,-4.21892,534.838176,3.731481,39.601136,-0.770014,-7.404321,0.697684
28.66,-1.233937,-4.229251,534.711012,3.735354,39.591489,-0.765426,-7.404278,0.698574
28.67,-1.213493,-4.228999,534.685588,3.731117,39.587336,-0.761654,-7.403853,0.697815
28.68,-1.194307,-4.21558,534.76418,3.719182,39.591927,-0.758126,-7.403624,0.695481
28.69,-1.181097,-4.190113,534.920358,3.701488,39.608614,-0.754304,-7.404581,0.69197
28.7,-1.178765,-4.157508,535.105949,3.680492,39.639245,-0.750029,-7.407738,0.687806
28.71,-1.191856,-4.125005,535.266417,3.658354,39.682973,-0.745619,-7.413686,0.683464
28.72,-1.223542,-4.099679,535.359053,3.636676,39.736243,-0.741702,-7.422354,0.679297
28.73,-1.273932,-4.086187,535.366201,3.616663,39.79398,-0.738913,-7.433039,0.675549
28.74,-1.338536,-4.085994,535.297717,3.599326,39.851266,-0.737647,-7.444692,0.672397
28.75,-1.408227,-4.098407,535.18252,3.585459,39.904681,-0.737991,-7.456275,0.669951
28.76,-1.471515,-4.12243,535.054899,3.575458,39.952886,-0.739799,-7.467063,0.668241
28.77,-1.518527,-4.15785,534.943285,3.569162,39.996484,-0.74273,-7.476771,0.667204
28.78,-1.544968,-4.204683,534.86608,3.565868,40.037404,-0.746205,-7.485501,0.666684
28.79,-1.554072,-4.261562,534.833513,3.564505,40.078122,-0.749355,-7.49357,0.66647
28.8,-1.555486,-4.32451,534.850741,3.563877,40.121034,-0.751138,-7.501352,0.666331
28.81,-1.561436,-4.387146,534.918142,3.562862,40.168105,-0.750644,-7.509206,0.666057
28.82,-1.581879,-4.442261,535.028756,3.56055,40.220679,-0.747484,-7.51748,0.665488
28.83,-1.620806,-4.483852,535.166323,3.556314,40.2792,-0.742022,-7.526483,0.664525
28.84,-1.67518,-4.508592,535.307299,3.54984,40.342843,-0.735311,-7.53639,0.663141
28.85,-1.736633,-4.516287,535.427195,3.541093,40.409371,-0.728729,-7.547127,0.661358
28.86,-1.795029,-4.509493,535.508259,3.530247,40.47555,-0.723513,-7.558343,0.659233
28.87,-1.842473,-4.492629,535.544214,3.517665,40.538115,-0.720445,-7.569518,0.656839
28.88,-1.876365,-4.470866,535.539414,3.503953,40.594894,-0.719791,-7.580188,0.654285
28.89,-1.90032,-4.44905,535.503512,3.490011,40.645538,-0.721389,-7.590153,0.651725
28.9,-1.922548,-4.430982,535.445856,3.476921,40.691536,-0.724744,-7.599561,0.649351
28.91,-1.952444,-4.419247,535.373525,3.465607,40.73558,-0.729054,-7.608815,0.647325
28.92,-1.997103,-4.415425,535.29327,3.456408,40.780606,-0.733267,-7.618367,0.645704
28.93,-2.05936,-4.420321,535.213935,3.448809,40.828915,-0.736296,-7.628522,0.64438
28.94,-2.137918,-4.43393,535.145916,3.44154,40.881592,-0.737383,-7.639335,0.643103
28.95,-2.228821,-4.455106,535.097806,3.433108,40.938282,-0.73644,-7.650617,0.641585
28.96,-2.326904,-4.481144,535.073398,3.42269,40.997138,-0.734129,-7.661965,0.639667
28.97,-2.426275,-4.507745,535.071627,3.411001,41.054768,-0.731629,-7.672761,0.637485
28.98,-2.51988,-4.52977,535.089272,3.400635,41.106186,-0.73027,-7.682117,0.635527
28.99,-2.599029,-4.542612,535.124089,3.3955,41.144965,-0.731234,-7.688864,0.634526
29,-2.653798,-4.543463,535.17585,3.399491,41.163923,-0.735384,-7.691663,0.63521
29.01,-2.674555,-4.531762,535.244399,3.415046,41.156433,-0.743123,-7.689279,0.638035
29.02,-2.65415,-4.508871,535.326239,3.442313,41.118139,-0.754202,-7.68095,0.643031
29.03,-2.589946,-4.477501,535.412454,3.47924,41.048457,-0.767554,-7.666698,0.649824
29.04,-2.48504,-4.44131,535.489761,3.522379,40.951203,-0.781372,-7.64743,0.657786
29.05,-2.348264,-4.404522,535.54463,3.567938,40.834002,-0.79354,-7.624762,0.666226
29.06,-2.192832,-4.371225,535.569209,3.612639,40.706714,-0.802326,-7.600645,0.674542
29.07,-2.033844,-4.344257,535.56679,3.654142,40.579455,-0.80703,-7.576918,0.682294
29.08,-1.885254,-4.324064,535.553613,3.691004,40.46081,-0.808223,-7.554951,0.689194
29.09,-1.75711,-4.308263,535.554295,3.722384,40.356678,-0.807442,-7.535497,0.695053
29.1,-1.653958,-4.292459,535.591327,3.747789,40.269899,-0.8065,-7.518773,0.699748
29.11,-1.574999,-4.272117,535.673016,3.766994,40.200617,-0.806768,-7.504693,0.703226
29.12,-1.515955,-4.244622,535.785985,3.78007,40.147047,-0.808725,-7.493113,0.705519
29.13,-1.471801,-4.210554,535.896436,3.787404,40.106305,-0.811888,-7.483966,0.706742
29.14,-1.439176,-4.173742,535.9601,3.789699,40.07509,-0.815044,-7.477252,0.707086
29.15,-1.417602,-4.140152,535.936758,3.787944,40.050241,-0.816639,-7.472942,0.706789
29.16,-1.409251,-4.116012,535.803746,3.783346,40.029182,-0.815216,-7.470866,0.706107
29.17,-1.417402,-4.105628,535.564443,3.777179,40.010239,-0.809823,-7.470668,0.705271
29.18,-1.444141,-4.109456,535.25,3.770589,39.992817,-0.800341,-7.471801,0.704454
29.19,-1.488224,-4.123241,534.913538,3.764422,39.977501,-0.787621,-7.473638,0.703744
29.2,-1.544141,-4.138997,534.617164,3.759151,39.966054,-0.773319,-7.47564,0.703148
29.21,-1.60297,-4.14794,534.415216,3.75488,39.961135,-0.759387,-7.477544,0.702615
29.22,-1.654862,-4.144284,534.340032,3.751356,39.965599,-0.747406,-7.479432,0.702054
29.23,-1.692312,-4.128073,534.395848,3.747965,39.981516,-0.738077,-7.481629,0.701346
29.24,-1.713021,-4.105599,534.561954,3.743827,40.00932,-0.731108,-7.484506,0.700354
29.25,-1.721043,-4.087178,534.80154,3.738121,40.047473,-0.725548,-7.488287,0.698973
29.26,-1.725405,-4.083266,535.071284,3.730546,40.092713,-0.720383,-7.492967,0.697205
29.27,-1.736359,-4.100464,535.328935,3.721661,40.140654,-0.715081,-7.498316,0.69521
29.28,-1.760786,-4.138896,535.538994,3.712863,40.186434,-0.709756,-7.503923,0.693295
29.29,-1.798913,-4.19188,535.677214,3.70598,40.225206,-0.704909,-7.509225,0.691831
29.3,-1.843926,-4.247943,535.733466,3.702725,40.252447,-0.701,-7.513521,0.691151
29.31,-1.88446,-4.294286,535.712224,3.704319,40.264212,-0.698175,-7.516015,0.691476
29.32,-1.908618,-4.320375,535.630968,3.711448,40.257599,-0.696334,-7.515921,0.692911
29.33,-1.907641,-4.320559,535.517156,3.724444,40.231459,-0.695422,-7.512637,0.695486
29.34,-1.877917,-4.295219,535.403052,3.74338,40.187027,-0.695684,-7.505939,0.69917
29.35,-1.821059,-4.250252,535.317471,3.767877,40.127984,-0.69768,-7.496109,0.703858
29.36,-1.742655,-4.195023,535.276369,3.796742,40.05971,-0.702018,-7.48393,0.709305
29.37,-1.650461,-4.139459,535.277768,3.827756,39.987975,-0.708978,-7.470509,0.715097
29.38,-1.552681,-4.091402,535.305569,3.858025,39.917569,-0.718245,-7.456969,0.720714
29.39,-1.456667,-4.055191,535.340888,3.884953,39.851439,-0.7289,-7.444124,0.725697
29.4,-1.367951,-4.031726,535.37356,3.907322,39.790567,-0.739688,-7.4323,0.729831
29.41,-1.289288,-4.019449,535.406312,3.925613,39.734553,-0.74946,-7.421383,0.733203
29.42,-1.219857,-4.015445,535.449683,3.9412,39.682623,-0.757603,-7.411083,0.736054
29.43,-1.155459,-4.016198,535.511867,3.954972,39.6346,-0.764211,-7.401255,0.738541
29.44,-1.090458,-4.018165,535.590014,3.966453,39.59137,-0.769898,-7.392104,0.740576
29.45,-1.021171,-4.018466,535.667865,3.974087,39.554595,-0.775323,-7.384164,0.741894
29.46,-0.949115,-4.01572,535.720713,3.976477,39.525912,-0.780725,-7.378082,0.742267
29.47,-0.882148,-4.01051,535.724981,3.97365,39.506152,-0.785745,-7.374334,0.741733
29.48,-0.832386,-4.004935,535.667832,3.967461,39.495108,-0.789634,-7.37306,0.740657
29.49,-0.811599,-4.001328,535.552707,3.960939,39.491915,-0.791685,-7.374048,0.739598
29.5,-0.826217,-4.000973,535.398776,3.957123,39.495669,-0.791626,-7.376869,0.739098
29.51,-0.874334,-4.003707,535.234996,3.958035,39.505853,-0.789769,-7.38103,0.739495
29.52,-0.946059,-4.008571,535.09167,3.964052,39.522422,-0.786873,-7.386103,0.740817
29.53,-1.026943,-4.014917,534.993015,3.973662,39.545718,-0.783819,-7.39182,0.74275
29.54,-1.102905,-4.023149,534.953003,3.983706,39.576358,-0.781254,-7.3981,0.744683
29.55,-1.164615,-4.034544,534.974367,3.990264,39.61499,-0.779364,-7.405026,0.74588
29.56,-1.20974,-4.050194,535.049231,3.989994,39.661845,-0.777871,-7.412747,0.745725
29.57,-1.242456,-4.069803,535.160453,3.981326,39.716261,-0.776249,-7.421374,0.74395
29.58,-1.270726,-4.091276,535.284375,3.964983,39.776422,-0.774032,-7.430895,0.740725
29.59,-1.30246,-4.111502,535.395592,3.943575,39.839403,-0.771021,-7.441115,0.736572
29.6,-1.341924,-4.127797,535.472822,3.920468,39.901396,-0.767349,-7.451619,0.732151
29.61,-1.387682,-4.138996,535.50389,3.898461,39.95809,-0.763475,-7.461774,0.727999
